feature_set,fpr,tpr,threshold
Conventional + AlphaEarth Embeddings,0.012721238938053098,0.6438992042440318,0.9575201174760956
Conventional + AlphaEarth Embeddings,0.012721238938053098,0.6452254641909815,0.9574597641128209
Conventional + AlphaEarth Embeddings,0.012721238938053098,0.646551724137931,0.9571998997743372
Conventional + AlphaEarth Embeddings,0.01327433628318584,0.646551724137931,0.956982418626094
Conventional + AlphaEarth Embeddings,0.01327433628318584,0.6511936339522546,0.9566036728749688
Conventional + AlphaEarth Embeddings,0.01327433628318584,0.6525198938992043,0.956529413054727
Conventional + AlphaEarth Embeddings,0.01327433628318584,0.6545092838196287,0.9561615547960224
Conventional + AlphaEarth Embeddings,0.01327433628318584,0.6558355437665783,0.9560262999931332
Conventional + AlphaEarth Embeddings,0.01327433628318584,0.6618037135278515,0.9530449350754202
Conventional + AlphaEarth Embeddings,0.013827433628318585,0.6618037135278515,0.9530204761742366
Conventional + AlphaEarth Embeddings,0.013827433628318585,0.669761273209549,0.94946591038925
Conventional + AlphaEarth Embeddings,0.014380530973451327,0.669761273209549,0.949071792068922
Conventional + AlphaEarth Embeddings,0.014380530973451327,0.6710875331564987,0.9489586918652984
Conventional + AlphaEarth Embeddings,0.014933628318584071,0.6710875331564987,0.9489414851829736
Conventional + AlphaEarth Embeddings,0.014933628318584071,0.6737400530503979,0.9485378145915784
Conventional + AlphaEarth Embeddings,0.014933628318584071,0.6750663129973474,0.9485287185635198
Conventional + AlphaEarth Embeddings,0.014933628318584071,0.6777188328912467,0.947938406013174
Conventional + AlphaEarth Embeddings,0.016039823008849558,0.6777188328912467,0.9472263743277404
Conventional + AlphaEarth Embeddings,0.016039823008849558,0.6783819628647215,0.9471655194976856
Conventional + AlphaEarth Embeddings,0.016592920353982302,0.6783819628647215,0.947119493941408
Conventional + AlphaEarth Embeddings,0.016592920353982302,0.6797082228116711,0.9469023435276664
Conventional + AlphaEarth Embeddings,0.016592920353982302,0.6836870026525199,0.9467381413210566
Conventional + AlphaEarth Embeddings,0.016592920353982302,0.6856763925729443,0.9453678110257144
Conventional + AlphaEarth Embeddings,0.016592920353982302,0.6870026525198939,0.9453132696159116
Conventional + AlphaEarth Embeddings,0.016592920353982302,0.6956233421750663,0.9429175094010214
Conventional + AlphaEarth Embeddings,0.017146017699115043,0.6956233421750663,0.9427950512664768
Conventional + AlphaEarth Embeddings,0.017146017699115043,0.6982758620689655,0.9425134606147112
Conventional + AlphaEarth Embeddings,0.017699115044247787,0.6982758620689655,0.9423902228668792
Conventional + AlphaEarth Embeddings,0.017699115044247787,0.6989389920424404,0.9422552400927514
Conventional + AlphaEarth Embeddings,0.017699115044247787,0.7002652519893899,0.9422396360162832
Conventional + AlphaEarth Embeddings,0.017699115044247787,0.7055702917771883,0.9399953978284524
Conventional + AlphaEarth Embeddings,0.017699115044247787,0.7068965517241379,0.9395335619469216
Conventional + AlphaEarth Embeddings,0.017699115044247787,0.7108753315649867,0.938460355380208
Conventional + AlphaEarth Embeddings,0.01825221238938053,0.7108753315649867,0.9384047888781464
Conventional + AlphaEarth Embeddings,0.01825221238938053,0.7148541114058355,0.9371698340777302
Conventional + AlphaEarth Embeddings,0.01825221238938053,0.7161803713527851,0.9371391412826596
Conventional + AlphaEarth Embeddings,0.01825221238938053,0.7175066312997348,0.9367718481387436
Conventional + AlphaEarth Embeddings,0.018805309734513276,0.7175066312997348,0.9360844728293708
Conventional + AlphaEarth Embeddings,0.018805309734513276,0.7228116710875332,0.9336625048682524
Conventional + AlphaEarth Embeddings,0.019358407079646017,0.7228116710875332,0.9336551211215992
Conventional + AlphaEarth Embeddings,0.019358407079646017,0.7294429708222812,0.9301547850366758
Conventional + AlphaEarth Embeddings,0.01991150442477876,0.7294429708222812,0.930113092983908
Conventional + AlphaEarth Embeddings,0.01991150442477876,0.7347480106100795,0.927526189507313
Conventional + AlphaEarth Embeddings,0.01991150442477876,0.7374005305039788,0.927025995845952
