label,hazard_type,spatial_block_1deg,longitude,latitude,sample_id,feature_set,feature_set_name,held_out_domain,dissimilarity_index,inside_aoa
1,landslide,73_34,73.39797162419516,34.45151415824084,1393,conventional,Conventional,KPK-AJK,1.600922761372424,False
1,landslide,73_34,73.44962585079827,34.411087948090305,1394,conventional,Conventional,KPK-AJK,1.4459134706132126,False
1,landslide,73_34,73.45861093942096,34.40210731856866,1395,conventional,Conventional,KPK-AJK,1.3540148037516204,False
1,landslide,73_34,73.45636355249003,34.40210731856866,1396,conventional,Conventional,KPK-AJK,1.255582597030181,False
1,landslide,73_34,73.4631012541818,34.40659763332948,1397,conventional,Conventional,KPK-AJK,1.5557161082351056,False
1,landslide,73_34,73.47881958539519,34.41333533502124,1398,conventional,Conventional,KPK-AJK,1.3882506133119268,False
1,landslide,73_34,73.49005206094881,34.37066619704081,1399,conventional,Conventional,KPK-AJK,1.4890351188962014,False
1,landslide,73_34,73.4922949887787,34.37066619704081,1400,conventional,Conventional,KPK-AJK,1.5491449544735956,False
1,landslide,73_34,73.49005206094881,34.375156511801634,1401,conventional,Conventional,KPK-AJK,1.5377534499835452,False
1,landslide,73_34,73.48780467401788,34.37740389873258,1402,conventional,Conventional,KPK-AJK,1.6026322467453127,False
1,landslide,73_34,73.48555728708695,34.375156511801634,1403,conventional,Conventional,KPK-AJK,1.389875682356425,False
1,landslide,73_34,73.48331435925707,34.38189421349339,1404,conventional,Conventional,KPK-AJK,1.623729403857763,False
1,landslide,73_34,73.49454237570964,34.38189421349339,1405,conventional,Conventional,KPK-AJK,1.577161712412203,False
1,landslide,73_34,73.48331435925707,34.38189421349339,1406,conventional,Conventional,KPK-AJK,1.623729403857763,False
1,landslide,73_34,73.48555728708695,34.38638452825421,1407,conventional,Conventional,KPK-AJK,1.5259662139256256,False
1,landslide,73_34,73.48331435925707,34.39087930211608,1408,conventional,Conventional,KPK-AJK,1.5524955016316913,False
1,landslide,73_34,73.48106697232612,34.39985993163772,1409,conventional,Conventional,KPK-AJK,1.6784125139918715,False
1,landslide,73_34,73.48106697232612,34.39985993163772,1410,conventional,Conventional,KPK-AJK,1.6784125139918715,False
1,landslide,73_34,73.48106697232612,34.39985993163772,1411,conventional,Conventional,KPK-AJK,1.6784125139918715,False
1,landslide,73_34,73.47881958539519,34.40210731856866,1412,conventional,Conventional,KPK-AJK,1.4456645277432973,False
1,landslide,73_34,73.47881958539519,34.40210731856866,1413,conventional,Conventional,KPK-AJK,1.4456645277432973,False
1,landslide,73_34,73.48555728708695,34.4110879480903,1414,conventional,Conventional,KPK-AJK,1.9724710133488599,False
1,landslide,73_34,73.48555728708695,34.4110879480903,1415,conventional,Conventional,KPK-AJK,1.9724710133488599,False
1,landslide,73_34,73.48106697232612,34.4110879480903,1416,conventional,Conventional,KPK-AJK,1.3556099559621397,False
1,landslide,73_34,73.47881958539519,34.411087948090305,1417,conventional,Conventional,KPK-AJK,1.4310579939419084,False
1,landslide,73_34,73.36428757483743,34.494183296221266,1444,conventional,Conventional,KPK-AJK,1.4884952165281007,False
1,landslide,73_34,73.36204018790649,34.54134720806356,1445,conventional,Conventional,KPK-AJK,1.6594985328401541,False
1,landslide,73_34,73.35979280097555,34.54134720806356,1446,conventional,Conventional,KPK-AJK,1.9477544656165806,False
1,landslide,73_34,73.72810562978808,34.13935032989331,1447,conventional,Conventional,KPK-AJK,1.2808821920042646,False
1,rockfall,73_34,73.46983895587354,34.40659763332948,1474,conventional,Conventional,KPK-AJK,1.6299178763538895,False
1,rockfall,69_31,69.55767340123913,31.98114542002551,1533,conventional,Conventional,KPK-AJK,0.6600922729144482,True
0,non_landslide,70_31,70.35043914112705,31.668981591677976,1760,conventional,Conventional,KPK-AJK,0.6461907172076693,True
0,non_landslide,70_31,70.69629147793337,31.84415291746154,1761,conventional,Conventional,KPK-AJK,0.6630789203665792,True
0,non_landslide,70_31,70.56378929013023,31.39948690131085,1763,conventional,Conventional,KPK-AJK,0.5806960312407623,True
0,non_landslide,70_31,70.70976688131688,31.695932398445,1764,conventional,Conventional,KPK-AJK,0.4556500102792993,True
0,non_landslide,70_31,70.6289144610158,31.731863834733662,1765,conventional,Conventional,KPK-AJK,0.5083702171161814,True
0,non_landslide,71_33,71.09828389700257,33.4072239052312,1780,conventional,Conventional,KPK-AJK,0.9726062934904215,True
0,non_landslide,71_33,71.34756994139546,33.95295098765717,1781,conventional,Conventional,KPK-AJK,0.8528288485836578,True
0,non_landslide,71_33,71.60358922837905,33.458873672733255,1782,conventional,Conventional,KPK-AJK,0.9125921185376249,True
0,non_landslide,71_33,71.49354307348106,33.60709865085086,1783,conventional,Conventional,KPK-AJK,1.1125716151937,False
0,non_landslide,71_33,71.75405713432653,33.647520401900344,1784,conventional,Conventional,KPK-AJK,0.6129561182856871,True
0,non_landslide,71_33,71.10502159869432,33.16917033639193,1785,conventional,Conventional,KPK-AJK,0.7218052285586749,True
0,non_landslide,71_33,71.07807525102837,33.92150986612932,1786,conventional,Conventional,KPK-AJK,0.5509771140539904,True
0,non_landslide,71_33,71.79672627230696,33.463368446595126,1787,conventional,Conventional,KPK-AJK,0.8301485966512766,True
0,non_landslide,71_33,71.79223595754614,33.66548612004467,1788,conventional,Conventional,KPK-AJK,0.7687924681019773,True
0,non_landslide,71_33,71.6125698579007,33.92150986612933,1789,conventional,Conventional,KPK-AJK,1.0845805153106023,False
0,non_landslide,72_35,72.61194804510004,35.60135579228661,1805,conventional,Conventional,KPK-AJK,0.5992686245739935,True
0,non_landslide,72_35,72.62766637631344,35.31614277070611,1806,conventional,Conventional,KPK-AJK,1.208856023528062,False
0,non_landslide,72_35,72.64787948138871,35.07359888710602,1807,conventional,Conventional,KPK-AJK,1.0409573649124688,False
0,non_landslide,72_35,72.5468184151134,35.47334837834533,1808,conventional,Conventional,KPK-AJK,1.2005010294805643,False
0,non_landslide,72_35,72.89940845361149,35.230804494745264,1809,conventional,Conventional,KPK-AJK,1.3884502393974152,False
0,non_landslide,72_35,72.51313436575568,35.64627231719797,1810,conventional,Conventional,KPK-AJK,1.055015292408566,False
0,non_landslide,72_35,72.12461289096893,35.9045389911125,1811,conventional,Conventional,KPK-AJK,0.8286674762774523,True
0,non_landslide,72_35,72.05723587405137,35.96293091940737,1812,conventional,Conventional,KPK-AJK,0.57060657861732,True
0,non_landslide,72_35,72.1133804154153,35.877588184345484,1814,conventional,Conventional,KPK-AJK,1.1376795700854105,False
0,non_landslide,72_35,72.75343086242482,35.401481046666945,1815,conventional,Conventional,KPK-AJK,0.6629213787793277,True
0,non_landslide,72_35,72.6097006581691,35.51826490325671,1816,conventional,Conventional,KPK-AJK,1.1221065427378636,False
0,non_landslide,72_35,72.38512249271335,35.09605492001118,1818,conventional,Conventional,KPK-AJK,0.8996570791375378,True
0,non_landslide,72_35,72.49741157544123,35.4711009914144,1819,conventional,Conventional,KPK-AJK,1.4706316471082512,False
0,non_landslide,72_35,72.20096607830709,35.857379538371255,1820,conventional,Conventional,KPK-AJK,1.0275530174646146,False
0,non_landslide,72_35,72.26384832136279,35.558686654306186,1821,conventional,Conventional,KPK-AJK,0.7134257466338861,True
0,non_landslide,72_35,72.81631310548052,35.75631847209596,1822,conventional,Conventional,KPK-AJK,0.6010470066762352,True
0,non_landslide,72_35,72.69279600630007,35.66648542227324,1823,conventional,Conventional,KPK-AJK,0.6168171819515461,True
0,non_landslide,72_35,72.74220284597224,35.81021562652896,1824,conventional,Conventional,KPK-AJK,0.7745420037709524,True
0,non_landslide,72_35,72.21893625555248,35.76979387547947,1825,conventional,Conventional,KPK-AJK,1.332491404432605,False
0,non_landslide,72_35,72.38512249271335,35.60809349397836,1826,conventional,Conventional,KPK-AJK,1.0552849149723804,False
0,non_landslide,72_35,72.35592875811645,35.361059295617466,1827,conventional,Conventional,KPK-AJK,0.8234944643600013,True
